"Symbol","Security","New 52W/H price","Prev. High","Prev. High Date","LTP","Prev. Close","chng","%chng"
"HDFCBANK","HDFC Bank Limited",1345.95,1310,"06-Nov-2020",1343.75,"1307.65",36.1,2.760677551332543
"HSIL","HSIL Limited",85.8,84.4,"06-Nov-2020",82.3,"82.55",-0.25,-0.30284675953967294
"IDFNIFTYET","IDFC Mutual Fund - IDFC Nifty ETF",148.9,137.32,"15-Oct-2020",135.3,"122",13.3,10.901639344262295
"JSWSTEEL","JSW Steel Limited",334.2,330.65,"06-Nov-2020",331.5,"326.45",5.05,1.546944401899219
"KEYFINSERV","Keynote Financial Services Limited",47.45,44.5,"25-Aug-2020",47.45,"39.55",7.9,19.97471554993679
"KOTAKBANK","Kotak Mahindra Bank Limited",1751.8,1740,"19-Feb-2020",1727.05,"1718.05",9,0.5238497133377957
"KPRMILL","K.P.R. Mill Limited",788,784,"28-Oct-2020",780.25,"762.7",17.55,2.301035793890127
"KRISHANA","Krishana Phoschem Limited",74,70.8,"06-Nov-2020",74,"70.55",3.45,4.890148830616584
"M50","Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M50 ETF",123.06,122.95,"20-Jan-2020",123,"120.08",2.92,2.4317121918720854
"MARICO","Marico Limited",389.75,382.8,"03-Sep-2020",378.55,"380.5",-1.95,-0.5124835742444153
"MAZDA","Mazda Limited",584,580.55,"01-Oct-2020",572.5,"548.1",24.4,4.451742382776866
"NCLIND","NCL Industries Limited",150.35,143.6,"06-Nov-2020",144.5,"141.95",2.55,1.7964071856287425
"NEWGEN","Newgen Software Technologies Limited",280.1,269.5,"21-Oct-2020",272.7,"255.75",16.95,6.627565982404692
"ORCHPHARMA","Orchid Pharma Limited",21.75,20.75,"06-Nov-2020",21.75,"20.75",1,4.819277108433735
"PIIND","PI Industries Limited",2360.05,2343.95,"05-Nov-2020",2325.05,"2315.85",9.2,0.39726234427963814
"RESPONIND","Responsive Industries Limited",166.85,161.8,"06-Nov-2020",161.7,"156.05",5.65,3.6206344120474205
"SASTASUNDR","Sastasundar Ventures Limited",146.4,127.6,"05-Nov-2020",145.35,"122",23.35,19.139344262295083
"SBIETFPB","SBI Mutual Fund - SBI ETF Private Bank - SBI ETF Private Bank",154,149,"26-Oct-2020",154,"148.09",5.91,3.9908163954352083
"SRF","SRF Limited",5100,5074,"06-Nov-2020",5090,"4966.9",123.1,2.478407054702128
"SURYAROSNI","Surya Roshni Limited",264,255,"06-Nov-2020",261.1,"250.3",10.8,4.314822213343987
"TATACOMM","Tata Communications Limited",1030.7,1017,"06-Nov-2020",1019,"994.8",24.2,2.43264977885002
"TIINDIA","Tube Investments of India Limited",714,699.85,"06-Nov-2020",693.1,"689.15",3.95,0.5731698469128637
"UTISENSETF","UTI Mutual Fund - UTI-Sensex Exchange Traded Fund ",455,452,"13-Mar-2020",455,"438",17,3.8812785388127855
"VERTOZ","Vertoz Advertising Limited",186.75,182.6,"05-Nov-2020",179.1,"178.1",1,0.5614823133071308
"VISHWARAJ","Vishwaraj Sugar Industries Limited",129.8,129.05,"20-Oct-2020",116.7,"113.7",3,2.638522427440633
"VOLTAS","Voltas Limited",803.9,768,"06-Nov-2020",802,"753.35",48.65,6.457821729607752
