"Symbol","Security","New 52W/H price","Prev. High","Prev. High Date","LTP","Prev. Close","chng","%chng"
"OPTIEMUS","Optiemus Infracom Limited",71.9,68.5,"07-Oct-2020",71.9,"68.5",3.4,4.963503649635037
"PGEL","PG Electroplast Limited",104,102.05,"07-Oct-2020",100,"101.6",-1.6,-1.5748031496062993
"RAMCOSYS","Ramco Systems Limited",541.6,515.85,"07-Oct-2020",490.1,"515.85",-25.75,-4.9917611708830085
"RESPONIND","Responsive Industries Limited",123.3,122,"02-Sep-2020",114.25,"114.25",0,0
"SAKAR","Sakar Healthcare Limited",90,87.8,"07-Oct-2020",88.2,"85.4",2.8,3.278688524590164
"SOLARA","Solara Active Pharma Sciences Limited",1255,1248.7,"07-Oct-2020",1204.95,"1167.65",37.3,3.194450391812615
"TANLA","Tanla Solutions Limited",303.5,301.95,"30-Sep-2020",288,"289.05",-1.05,-0.3632589517384536
"TATAELXSI","Tata Elxsi Limited",1437.85,1403,"06-Oct-2020",1395.55,"1381.1",14.45,1.0462674679603214
"TCS","Tata Consultancy Services Limited",2885,2770,"07-Oct-2020",2818.45,"2735.95",82.5,3.0154059832964784
"TECHM","Tech Mahindra Limited",887.55,854.95,"06-Oct-2020",862.5,"846.35",16.15,1.9081940095705086
"THYROCARE","Thyrocare Technologies Limited",1150,1061.1,"07-Oct-2020",1012,"1061.1",-49.1,-4.627273584016587
"VERTOZ","Vertoz Advertising Limited",162,155.7,"01-Oct-2020",160.9,"154.8",6.1,3.9405684754521966
"VISHAL","Vishal Fabrics Limited",345.3,342.15,"07-Oct-2020",345.1,"342.05",3.05,0.8916825025581055
"WIPRO","Wipro Limited",367.75,336.55,"07-Oct-2020",359.9,"335.3",24.6,7.336713390993141
